ID,offence,sex,unit_of_measure,country_territory,recorded_year,recorded_value
6281,"Sexual assault",Males,Number,Portugal,2016,274.00
6282,"Sexual assault",Males,Number,"England and Wales",2008,3344.00
6283,"Sexual assault",Males,Number,Portugal,2017,278.00
6284,"Sexual assault",Males,Number,"England and Wales",2009,3660.00
6285,"Sexual assault",Males,Number,Portugal,2018,213.00
6286,"Sexual assault",Males,Number,"England and Wales",2010,4688.00
6287,"Sexual assault",Males,Number,Portugal,2019,208.00
6288,"Sexual assault",Males,Number,"England and Wales",2011,4825.00
6289,"Sexual assault",Males,Number,Portugal,2020,213.00
6290,"Sexual assault",Males,Number,"England and Wales",2012,5157.00
6291,"Sexual assault",Males,Number,Portugal,2021,221.00
6292,"Sexual assault",Males,Number,"England and Wales",2013,5070.00
6293,"Sexual assault",Males,Number,Portugal,2022,225.00
6294,"Sexual assault",Males,Number,"England and Wales",2014,5393.00
6295,"Sexual assault",Males,Number,Greece,2020,186.00
6296,"Sexual assault",Males,Number,"England and Wales",2015,5247.00
6297,"Sexual assault",Males,Number,Greece,2021,299.00
6298,"Sexual assault",Males,Number,"England and Wales",2016,5848.00
6299,"Sexual assault",Males,Number,Greece,2022,300.00
6300,"Sexual assault",Males,Number,"England and Wales",2017,6231.00
6301,"Sexual assault",Males,Number,Greece,2023,314.00
6302,"Sexual assault",Males,Number,"England and Wales",2018,6311.00
6303,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2022,0.00
6304,"Sexual assault",Males,Number,Spain,2008,1134.00
6305,"Sexual assault",Males,Number,"Scotland (NUTS 2021)",2008,30.00
6306,"Sexual assault",Females,"Per hundred thousand inhabitants",Slovakia,2023,0.00
6307,"Sexual assault",Males,Number,Spain,2009,1210.00
6308,"Sexual assault",Males,Number,"Scotland (NUTS 2021)",2009,27.00
6309,"Sexual assault",Females,"Per hundred thousand inhabitants",Türkiye,2018,0.08
6310,"Sexual assault",Males,Number,Spain,2010,1226.00
6311,"Sexual assault",Males,Number,"Scotland (NUTS 2021)",2010,57.00
6312,"Sexual assault",Males,Number,Spain,2011,1199.00
6313,"Sexual assault",Males,Number,"Scotland (NUTS 2021)",2011,55.00
6314,"Sexual assault",Males,Number,Spain,2012,980.00
6315,"Sexual assault",Males,Number,"Scotland (NUTS 2021)",2012,50.00
6316,"Sexual assault",Males,Number,Spain,2013,1026.00
6317,"Sexual assault",Males,Number,"Scotland (NUTS 2021)",2013,45.00
6318,"Sexual assault",Males,Number,Spain,2014,1211.00
6319,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2009,83.00
6320,"Sexual assault",Males,Number,Spain,2015,915.00
6321,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2010,111.00
6322,"Sexual assault",Males,Number,Spain,2016,1445.00
6323,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2011,85.00
6324,"Sexual assault",Males,Number,Spain,2017,1549.00
6325,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2012,97.00
6326,"Sexual assault",Males,Number,Spain,2018,1846.00
6327,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2013,101.00
6328,"Sexual assault",Males,Number,Spain,2019,1968.00
6329,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2014,88.00
6330,"Sexual assault",Males,Number,Spain,2020,1912.00
6331,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2015,83.00
6332,"Sexual assault",Males,Number,Spain,2021,1891.00
6333,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2016,66.00
6334,"Sexual assault",Males,Number,Spain,2022,2485.00
6335,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2017,71.00
6336,"Sexual assault",Males,Number,Spain,2023,2713.00
6337,"Sexual assault",Males,Number,Finland,2008,83.00
6338,"Sexual assault",Males,Number,Finland,2009,98.00
6339,"Sexual assault",Males,Number,Finland,2010,92.00
6340,"Sexual assault",Males,Number,Finland,2011,98.00
6341,"Sexual assault",Males,Number,Finland,2012,94.00
6342,"Sexual assault",Males,Number,Finland,2013,106.00
6343,"Sexual assault",Males,Number,Finland,2014,108.00
6344,"Sexual assault",Males,Number,Finland,2015,131.00
6345,"Sexual assault",Females,"Per hundred thousand inhabitants",Türkiye,2019,0.10
6346,"Sexual assault",Males,Number,Finland,2023,43.00
6347,"Sexual assault",Males,Number,France,2016,1042.00
6348,"Sexual assault",Males,Number,France,2017,1425.00
6349,"Sexual assault",Males,Number,Portugal,2023,232.00
6350,"Sexual assault",Males,Number,Romania,2008,71.00
6351,"Sexual assault",Males,Number,France,2018,1397.00
6352,"Sexual assault",Males,Number,Romania,2009,85.00
6353,"Sexual assault",Males,Number,France,2019,1375.00
6354,"Sexual assault",Males,Number,"Northern Ireland (UK) (NUTS 2021)",2018,79.00
6355,"Sexual assault",Males,Number,France,2020,5490.00
6356,"Sexual assault",Males,Number,Kosovo*,2013,5.00
6357,"Sexual assault",Males,Number,France,2021,5749.00
6358,"Sexual assault",Males,Number,Kosovo*,2017,16.00
6359,"Sexual assault",Males,Number,France,2023,6712.00
6360,"Sexual assault",Males,Number,Kosovo*,2018,14.00
6361,"Sexual assault",Males,Number,Croatia,2008,116.00
6362,"Sexual assault",Males,Number,Kosovo*,2019,20.00
6363,"Sexual assault",Males,Number,Croatia,2009,131.00
6364,"Sexual assault",Males,Number,Kosovo*,2020,42.00
6365,"Sexual assault",Males,Number,Croatia,2010,133.00
6366,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2008,1.76
6367,"Sexual assault",Males,Number,Romania,2010,92.00
6368,"Sexual assault",Males,Number,Croatia,2012,151.00
6369,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2009,1.77
6370,"Sexual assault",Males,Number,Romania,2011,91.00
6371,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2011,0.91
6372,"Sexual assault",Males,Number,Romania,2012,111.00
6373,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2014,3.70
6374,"Sexual assault",Males,Number,Romania,2013,129.00
6375,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2015,3.90
6376,"Sexual assault",Males,Number,Romania,2014,137.00
6377,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2016,2.19
6378,"Sexual assault",Males,Number,Romania,2015,162.00
6379,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2017,2.68
6380,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2018,4.21
6381,"Sexual assault",Males,Number,Romania,2016,194.00
6382,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2018,2.85
6383,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2019,4.03
6384,"Sexual assault",Males,Number,Romania,2017,204.00
6385,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2019,3.08
6386,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2020,3.92
6387,"Sexual assault",Males,Number,Romania,2018,94.00
6388,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2020,2.96
6389,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2021,3.55
6390,"Sexual assault",Males,Number,Romania,2019,173.00
6391,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2021,3.26
6392,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2022,5.07
6393,"Sexual assault",Males,Number,Romania,2020,238.00
6394,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2022,3.17
6395,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2023,4.55
6396,"Sexual assault",Males,Number,Romania,2021,293.00
6397,"Sexual assault",Males,"Per hundred thousand inhabitants",Albania,2023,3.00
6398,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2008,0.80
6399,"Sexual assault",Males,Number,Romania,2022,321.00
6400,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2009,0.91
6401,"Sexual assault",Males,Number,Romania,2023,299.00
6402,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2010,0.91
6403,"Sexual assault",Males,Number,Serbia,2013,27.00
6404,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2011,0.81
6405,"Sexual assault",Males,Number,Serbia,2014,26.00
6406,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2012,1.03
6407,"Sexual assault",Males,Number,Serbia,2015,33.00
6408,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2013,2.04
6409,"Sexual assault",Males,Number,Serbia,2016,26.00
6410,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2014,1.86
6411,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2015,1.91
6412,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2016,2.21
6413,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2017,1.92
6414,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2018,2.26
6415,"Sexual assault",Females,"Per hundred thousand inhabitants",Türkiye,2020,0.10
6416,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2019,3.04
6417,"Sexual assault",Males,"Per hundred thousand inhabitants",Finland,2023,1.56
6418,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2020,2.95
6419,"Sexual assault",Females,"Per hundred thousand inhabitants",Türkiye,2021,0.13
6420,"Sexual assault",Males,"Per hundred thousand inhabitants",France,2016,3.23
6421,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2021,3.04
6422,"Sexual assault",Males,"Per hundred thousand inhabitants",France,2017,4.41
6423,"Sexual assault",Males,"Per hundred thousand inhabitants",Switzerland,2022,2.67
6424,"Sexual assault",Males,"Per hundred thousand inhabitants",France,2018,4.31
6425,"Sexual assault",Males,"Per hundred thousand inhabitants",Cyprus,2022,15.64
6426,"Sexual assault",Males,"Per hundred thousand inhabitants",France,2019,4.23
6427,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2011,20.03
6428,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2008,5.10
6429,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2012,19.85
6430,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2009,5.08
6431,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2013,14.46
6432,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2010,6.07
6433,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2014,17.72
6434,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2011,6.79
6435,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2015,3.38
6436,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2012,6.83
6437,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2016,3.74
6438,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2017,3.75
6439,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2013,7.15
6440,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2018,3.43
6441,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2014,6.93
6442,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2015,6.13
6443,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2019,4.00
6444,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2016,2.64
6445,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2020,3.79
6446,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2017,2.83
6447,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2021,3.77
6448,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2018,3.43
6449,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2022,4.19
6450,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2019,3.74
6451,"Sexual assault",Males,"Per hundred thousand inhabitants",Czechia,2023,4.35
6452,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2020,4.02
6453,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2013,6.71
6454,"Sexual assault",Males,"Per hundred thousand inhabitants",France,2020,16.88
6455,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2021,4.82
6456,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2014,6.25
6457,"Sexual assault",Males,"Per hundred thousand inhabitants",France,2021,17.57
6458,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2022,5.42
6459,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2015,6.12
6460,"Sexual assault",Males,"Per hundred thousand inhabitants",France,2023,20.29
6461,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2016,5.68
6462,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2008,5.59
6463,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2017,3.31
6464,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2009,6.31
6465,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2018,3.45
6466,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2010,6.41
6467,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2019,3.85
6468,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2012,7.32
6469,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2020,3.41
6470,"Sexual assault",Males,"Per hundred thousand inhabitants",Austria,2023,5.78
6471,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2013,5.40
6472,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2021,3.61
6473,"Sexual assault",Males,"Per hundred thousand inhabitants",Belgium,2008,13.80
6474,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2014,5.22
6475,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2022,3.91
6476,"Sexual assault",Males,"Per hundred thousand inhabitants",Belgium,2009,14.12
6477,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2015,6.52
6478,"Sexual assault",Males,"Per hundred thousand inhabitants",Germany,2023,4.19
6479,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2018,5.20
6480,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2008,2.40
6481,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2019,7.45
6482,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2009,2.45
6483,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2020,3.45
6484,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2010,3.61
6485,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2021,2.75
6486,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2011,3.56
6487,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2022,2.63
6488,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2012,2.86
6489,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2013,3.06
6490,"Sexual assault",Males,"Per hundred thousand inhabitants",Belgium,2010,13.20
6491,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2014,2.58
6492,"Sexual assault",Males,"Per hundred thousand inhabitants",Belgium,2011,13.46
6493,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2015,2.24
6494,"Sexual assault",Males,"Per hundred thousand inhabitants",Belgium,2012,14.29
6495,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2016,2.04
6496,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2008,4.81
6497,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2017,2.31
6498,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2009,4.87
6499,"Sexual assault",Males,"Per hundred thousand inhabitants",Croatia,2023,3.06
6500,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2018,2.43
6501,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2010,4.59
6502,"Sexual assault",Males,"Per hundred thousand inhabitants",Hungary,2013,0.32
6503,"Sexual assault",Females,"Per hundred thousand inhabitants",Türkiye,2022,0.15
6504,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2019,2.42
6505,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2011,4.85
6506,"Sexual assault",Males,"Per hundred thousand inhabitants",Hungary,2014,2.02
6507,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2020,1.55
6508,"Sexual assault",Females,"Per hundred thousand inhabitants",Türkiye,2023,0.11
6509,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2012,4.82
6510,"Sexual assault",Males,"Per hundred thousand inhabitants",Denmark,2021,0.03
6511,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2013,5.27
6512,"Sexual assault",Females,"Per hundred thousand inhabitants","England and Wales",2008,0.13
6513,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2011,3.23
6514,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2014,4.88
6515,"Sexual assault",Females,"Per hundred thousand inhabitants","England and Wales",2009,0.18
6516,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2013,1.79
6517,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2015,5.00
6518,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2015,2.77
6519,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2016,2.76
6520,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2016,4.43
6521,"Sexual assault",Females,"Per hundred thousand inhabitants","England and Wales",2010,0.26
6522,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2017,2.59
6523,"Sexual assault",Males,"Per hundred thousand inhabitants",Bulgaria,2017,4.12
6524,"Sexual assault",Females,"Per hundred thousand inhabitants","England and Wales",2011,0.26
6525,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2018,2.58
6526,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2019,2.56
6527,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2020,3.65
6528,"Sexual assault",Females,"Per hundred thousand inhabitants","England and Wales",2012,0.25
6529,"Sexual assault",Males,"Per hundred thousand inhabitants",Estonia,2021,2.85
6530,"Sexual assault",Females,"Per hundred thousand inhabitants","England and Wales",2013,0.22
